,0
JD,2459988
Date,2-12-2023
LST Range,4.039 -- 13.996 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,198
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 10 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 25
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 198 (0.0%)
Antennas in Commanded State (observed),0 / 198 (0.0%)
Cross-Polarized Antennas,110
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,60 / 198 (30.3%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,123 / 198 (62.1%)
Redcal Done?,N
Never Flagged Antennas,75 / 198 (37.9%)
A Priori Good Antennas Flagged,"47 / 93 total a priori good antennas: 3, 5, 7, 15, 16, 19, 29, 40, 41, 42, 45, 53, 54, 55, 71, 72, 81, 86, 94, 101, 103, 106, 107, 109, 111, 121, 122, 123, 124, 136, 140, 144, 147, 151, 158, 161, 165, 170, 173, 182, 184, 185, 187, 189, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"29 / 105 total a priori bad antennas: 8, 22, 43, 46, 48, 61, 62, 64, 73, 74, 89, 115, 125, 132, 133, 137, 139, 179, 220, 222, 223, 228, 229, 237, 238, 239, 241, 245, 325"
