,0
JD,2459982
Date,2-6-2023
LST Range,3.642 -- 13.604 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1851
Total Number of Antennas,198
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 10 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 25
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 198 (0.0%)
Antennas in Commanded State (observed),0 / 198 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,56 / 198 (28.3%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,88 / 198 (44.4%)
Redcal Done?,N
Never Flagged Antennas,110 / 198 (55.6%)
A Priori Good Antennas Flagged,"34 / 93 total a priori good antennas: 3, 10, 15, 16, 29, 40, 42, 54, 55, 71, 72, 81, 94, 101, 103, 109, 111, 121, 122, 123, 128, 136, 144, 147, 148, 149, 151, 161, 165, 170, 173, 182, 185, 189"
A Priori Bad Antennas Not Flagged,"51 / 105 total a priori bad antennas: 4, 8, 22, 35, 43, 46, 48, 49, 61, 62, 64, 73, 74, 82, 89, 90, 97, 102, 115, 120, 125, 126, 132, 133, 135, 137, 139, 166, 201, 207, 211, 220, 221, 222, 223, 224, 227, 228, 229, 237, 238, 239, 240, 241, 244, 245, 261, 324, 325, 329, 333"
