,0
JD,2459987
Date,2-11-2023
LST Range,3.969 -- 13.931 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1851
Total Number of Antennas,198
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 10 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 25
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 198 (0.0%)
Antennas in Commanded State (observed),0 / 198 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,58 / 198 (29.3%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,118 / 198 (59.6%)
Redcal Done?,N
Never Flagged Antennas,80 / 198 (40.4%)
A Priori Good Antennas Flagged,"52 / 93 total a priori good antennas: 3, 7, 15, 16, 19, 20, 29, 30, 37, 38, 40, 42, 45, 53, 54, 55, 71, 72, 81, 85, 86, 94, 101, 103, 109, 111, 121, 122, 123, 128, 136, 144, 147, 148, 149, 151, 158, 161, 162, 165, 170, 171, 173, 181, 182, 185, 187, 189, 191, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"39 / 105 total a priori bad antennas: 4, 8, 22, 35, 43, 46, 48, 49, 61, 62, 64, 73, 82, 89, 114, 115, 120, 125, 126, 132, 133, 135, 137, 139, 166, 179, 222, 226, 228, 229, 237, 238, 239, 241, 245, 261, 324, 325, 333"
