,0
JD,2459999
Date,2-23-2023
LST Range,4.764 -- 11.205 hours
X-Engine Status,Y Y N N N N N N 
Number of Files,1197
Total Number of Antennas,198
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 10 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 25
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 198 (0.0%)
Antennas in Commanded State (observed),0 / 198 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,182 / 198 (91.9%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,0 / 198 (0.0%)
Redcal Done?,N
Never Flagged Antennas,16 / 198 (8.1%)
A Priori Good Antennas Flagged,"93 / 93 total a priori good antennas: 3, 5, 7, 9, 10, 15, 16, 17, 19, 20, 21, 29, 30, 31, 37, 38, 40, 41, 42, 44, 45, 53, 54, 55, 56, 65, 66, 67, 69, 70, 71, 72, 81, 83, 85, 86, 88, 91, 93, 94, 101, 103, 105, 106, 107, 109, 111, 112, 118, 121, 122, 123, 124, 127, 128, 136, 140, 141, 144, 145, 146, 147, 148, 149, 150, 151, 157, 158, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 173, 181, 182, 183, 184, 186, 187, 189, 190, 191, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"16 / 105 total a priori bad antennas: 204, 206, 207, 221, 222, 223, 224, 226, 229, 238, 239, 240, 241, 242, 244, 245"
